NewtonCholesky with backtrack line search.

CUTEst problem................: BIGGS6
Number of variables...........: 6
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 6
Maximum line search iterations: 1000
Time limit....................: 10 min

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ summary statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Objective.............: 4.580752e-02
Gradient norm.........: 1.846567e-02
Total iterations......: 1000
Total time in seconds.: 0.040690
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ output statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Number of objective function evaluations: 415
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Subproblem iterations...................: 36000
Subproblem time in seconds..............: 0.024477
How many times subproblem failed........: 0
Line search iterations..................: 415
Line search time in seconds.............: 0.006859
How many times line search failed.......: 0
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ superscription ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
iter....: current iteration
f(x*)...: objective function avaluated at x(iter)
‖∇f(x)‖.: gradient norm used to calculate x(iter), so x in ‖∇f(x)‖ is equal to x(iter-1)
alpha...: step calculated by backtrack line search
‖d‖.....: search direction norm
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
__________________________________________________________________________
iter    f(x*)            ‖∇f(x)‖          alpha            ‖d‖            
237     2.159231e-01     6.801458e-02     1.000000e+00     1.392991e-02   
238     2.158558e-01     8.488319e-02     5.000000e-01     1.922481e-02   
239     2.151711e-01     6.803728e-02     1.000000e+00     1.347908e-02   
240     2.150942e-01     8.369767e-02     5.000000e-01     1.819011e-02   
241     2.144174e-01     6.807378e-02     1.000000e+00     1.302552e-02   
242     2.143900e-01     8.252577e-02     1.000000e+00     1.714975e-02   
243     2.134849e-01     8.149736e-02     1.000000e+00     3.572638e-02   
244     2.132760e-01     1.485416e-01     2.500000e-01     6.394398e-02   
245     2.132182e-01     8.170362e-02     1.000000e+00     1.635958e-02   
246     2.123128e-01     7.979308e-02     1.000000e+00     3.405479e-02   
247     2.121316e-01     1.428373e-01     2.500000e-01     6.034997e-02   
248     2.120465e-01     8.097052e-02     1.000000e+00     1.566600e-02   
249     2.111423e-01     7.835146e-02     1.000000e+00     3.255078e-02   
250     2.109837e-01     1.377525e-01     2.500000e-01     5.712447e-02   
251     2.108737e-01     8.031689e-02     1.000000e+00     1.504954e-02   
252     2.099721e-01     7.712202e-02     1.000000e+00     3.119002e-02   
253     2.098319e-01     1.331935e-01     2.500000e-01     5.420778e-02   
254     2.096994e-01     7.973185e-02     1.000000e+00     1.449684e-02   
255     2.088013e-01     7.606647e-02     1.000000e+00     2.995225e-02   
256     2.086763e-01     1.290834e-01     2.500000e-01     5.155346e-02   
257     2.085233e-01     7.920521e-02     1.000000e+00     1.399806e-02   
258     2.076294e-01     7.515489e-02     1.000000e+00     2.882061e-02   
259     2.075170e-01     1.253592e-01     2.500000e-01     4.912445e-02   
260     2.073452e-01     7.872809e-02     1.000000e+00     1.354560e-02   
261     2.064560e-01     7.436341e-02     1.000000e+00     2.778108e-02   
262     2.063541e-01     1.219689e-01     2.500000e-01     4.689056e-02   
263     2.061651e-01     7.829292e-02     1.000000e+00     1.313336e-02   
264     2.052810e-01     7.367277e-02     1.000000e+00     2.682196e-02   
265     2.051878e-01     1.188690e-01     2.500000e-01     4.482689e-02   
266     2.049828e-01     7.789339e-02     1.000000e+00     1.275634e-02   
267     2.041042e-01     7.306720e-02     1.000000e+00     2.593344e-02   
268     2.040182e-01     1.160232e-01     2.500000e-01     4.291269e-02   
269     2.037984e-01     7.752416e-02     1.000000e+00     1.241038e-02   
270     2.029255e-01     7.253374e-02     1.000000e+00     2.510720e-02   
271     2.028455e-01     1.134008e-01     2.500000e-01     4.113048e-02   
272     2.026120e-01     7.718077e-02     1.000000e+00     1.209195e-02   
273     2.017450e-01     7.206164e-02     1.000000e+00     2.433621e-02   
274     2.016699e-01     1.109757e-01     2.500000e-01     3.946547e-02   
275     2.014235e-01     7.685944e-02     1.000000e+00     1.179807e-02   
276     2.005626e-01     7.164193e-02     1.000000e+00     2.361444e-02   
277     2.004916e-01     1.087259e-01     2.500000e-01     3.790503e-02   
278     2.002332e-01     7.655697e-02     1.000000e+00     1.152617e-02   
279     1.993784e-01     7.126707e-02     1.000000e+00     2.293674e-02   
280     1.993108e-01     1.066321e-01     2.500000e-01     3.643835e-02   
281     1.990411e-01     7.627062e-02     1.000000e+00     1.127405e-02   
282     1.981925e-01     7.093070e-02     1.000000e+00     2.229863e-02   
283     1.981277e-01     1.046779e-01     2.500000e-01     3.505609e-02   
284     1.978473e-01     7.599807e-02     1.000000e+00     1.103980e-02   
285     1.970050e-01     7.062743e-02     1.000000e+00     2.169626e-02   
286     1.969424e-01     1.028490e-01     2.500000e-01     3.375019e-02   
287     1.966520e-01     7.573730e-02     1.000000e+00     1.082176e-02   
288     1.958160e-01     7.035267e-02     1.000000e+00     2.112627e-02   
289     1.957552e-01     1.011331e-01     2.500000e-01     3.251363e-02   
290     1.954553e-01     7.548657e-02     1.000000e+00     1.061847e-02   
291     1.946257e-01     7.010248e-02     1.000000e+00     2.058573e-02   
292     1.945662e-01     9.951934e-02     2.500000e-01     3.134029e-02   
293     1.942574e-01     7.524438e-02     1.000000e+00     1.042866e-02   
294     1.934341e-01     6.987348e-02     1.000000e+00     2.007205e-02   
295     1.934320e-01     9.799810e-02     5.000000e-01     3.022480e-02   
296     1.926444e-01     6.910480e-02     1.000000e+00     1.772230e-02   
297     1.926116e-01     9.196659e-02     5.000000e-01     2.545045e-02   
298     1.918584e-01     6.867994e-02     1.000000e+00     1.573410e-02   
299     1.917954e-01     8.707790e-02     5.000000e-01     2.137761e-02   
300     1.910741e-01     6.849740e-02     1.000000e+00     1.408402e-02   
301     1.910450e-01     8.318329e-02     1.000000e+00     1.796869e-02   
302     1.900718e-01     8.147171e-02     1.000000e+00     3.656556e-02   
303     1.898781e-01     1.432093e-01     2.500000e-01     6.231317e-02   
304     1.898159e-01     8.215012e-02     1.000000e+00     1.704838e-02   
305     1.888499e-01     7.958917e-02     1.000000e+00     3.470828e-02   
306     1.886831e-01     1.374096e-01     2.500000e-01     5.853921e-02   
307     1.885909e-01     8.121542e-02     1.000000e+00     1.623349e-02   
308     1.876334e-01     7.797865e-02     1.000000e+00     3.302522e-02   
309     1.874882e-01     1.322070e-01     2.500000e-01     5.513072e-02   
310     1.873689e-01     8.036856e-02     1.000000e+00     1.550405e-02   
311     1.864208e-01     7.658998e-02     1.000000e+00     3.149283e-02   
312     1.862933e-01     1.275168e-01     2.500000e-01     5.203192e-02   
313     1.861495e-01     7.959779e-02     1.000000e+00     1.484636e-02   
314     1.852114e-01     7.538485e-02     1.000000e+00     3.009113e-02   
315     1.850982e-01     1.232686e-01     2.500000e-01     4.919910e-02   
316     1.849323e-01     7.889219e-02     1.000000e+00     1.425028e-02   
317     1.840047e-01     7.433303e-02     1.000000e+00     2.880338e-02   
318     1.839033e-01     1.194041e-01     2.500000e-01     4.659702e-02   
319     1.837171e-01     7.824230e-02     1.000000e+00     1.370788e-02   
320     1.828003e-01     7.341015e-02     1.000000e+00     2.761556e-02   
321     1.827086e-01     1.158745e-01     2.500000e-01     4.419680e-02   
322     1.825039e-01     7.764008e-02     1.000000e+00     1.321275e-02   
323     1.815982e-01     7.259630e-02     1.000000e+00     2.651590e-02   
324     1.815143e-01     1.126389e-01     2.500000e-01     4.197443e-02   
325     1.812926e-01     7.707877e-02     1.000000e+00     1.275957e-02   
326     1.803981e-01     7.187508e-02     1.000000e+00     2.549444e-02   
327     1.803206e-01     1.096626e-01     2.500000e-01     3.990976e-02   
328     1.800833e-01     7.655270e-02     1.000000e+00     1.234386e-02   
329     1.792000e-01     7.123284e-02     1.000000e+00     2.454274e-02   
330     1.791277e-01     1.069162e-01     2.500000e-01     3.798576e-02   
331     1.788760e-01     7.605706e-02     1.000000e+00     1.196180e-02   
332     1.780039e-01     7.065816e-02     1.000000e+00     2.365358e-02   
333     1.779358e-01     1.043745e-01     2.500000e-01     3.618791e-02   
334     1.776708e-01     7.558782e-02     1.000000e+00     1.161012e-02   
