NewtonCholesky with backtrack line search.

CUTEst problem................: GULF
Number of variables...........: 3
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 3
Maximum line search iterations: 1000
Time limit....................: 10 min

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ summary statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Objective.............: 5.540928e+00
Gradient norm.........: 2.956511e+00
Total iterations......: 1000
Total time in seconds.: 0.531104
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ output statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Number of objective function evaluations: 7409
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Subproblem iterations...................: 13500
Subproblem time in seconds..............: 0.142105
How many times subproblem failed........: 0
Line search iterations..................: 7409
Line search time in seconds.............: 0.285297
How many times line search failed.......: 0
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ superscription ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
iter....: current iteration
f(x*)...: objective function avaluated at x(iter)
‖∇f(x)‖.: gradient norm used to calculate x(iter), so x in ‖∇f(x)‖ is equal to x(iter-1)
alpha...: step calculated by backtrack line search
‖d‖.....: search direction norm
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
__________________________________________________________________________
iter    f(x*)            ‖∇f(x)‖          alpha            ‖d‖            
33      6.644957e+00     1.243965e+00     1.525879e-05     1.659783e+04   
34      6.640674e+00     4.532656e+00     2.500000e-01     8.882571e-01   
35      6.638657e+00     5.582624e-01     1.953125e-03     1.996740e+02   
36      6.632486e+00     5.555236e+00     2.500000e-01     1.307303e+00   
37      6.616763e+00     1.366158e-01     7.812500e-03     3.907255e+01   
38      6.614675e+00     3.903121e+00     5.000000e-01     4.923420e-01   
39      6.603440e+00     6.795810e-01     3.125000e-02     1.854651e+01   
40      6.589700e+00     6.406466e+00     2.500000e-01     1.583075e+00   
41      6.573521e+00     1.510842e-01     7.812500e-03     4.149988e+01   
42      6.566071e+00     3.970220e+00     2.500000e-01     5.523867e-01   
43      6.565141e+00     1.440558e+00     2.441406e-04     1.120006e+03   
44      6.564290e+00     4.733623e+00     2.500000e-01     1.118532e+00   
45      6.549973e+00     1.785997e-01     3.906250e-03     6.964844e+01   
46      6.502532e+00     3.473414e+00     1.000000e+00     5.184918e-01   
47      6.494778e+00     3.897861e+00     2.500000e-01     4.987928e-01   
48      6.491377e+00     1.608806e+00     4.882813e-04     3.853192e+02   
49      6.480573e+00     3.769947e+00     5.000000e-01     3.557408e-01   
50      6.469959e+00     3.921783e-01     1.953125e-03     1.748698e+02   
51      6.469093e+00     4.271228e+00     2.500000e-01     9.553975e-01   
52      6.458230e+00     5.029615e-01     9.765625e-04     2.797708e+02   
53      6.417463e+00     3.587467e+00     1.000000e+00     3.162030e-01   
54      6.412191e+00     1.323528e+00     1.525879e-05     1.159662e+04   
55      6.409853e+00     3.238489e+00     1.250000e-01     1.654053e+00   
56      6.402425e+00     4.934883e+00     1.250000e-01     1.588613e+00   
57      6.400646e+00     2.230426e+00     3.906250e-03     3.223629e+01   
58      6.355754e+00     3.561768e+00     1.000000e+00     3.496502e-01   
59      6.355719e+00     2.348680e+00     7.812500e-03     2.603411e+01   
60      6.351257e+00     4.400366e+00     1.250000e-01     1.368799e+00   
61      6.351077e+00     2.106897e+00     3.906250e-03     5.995735e+01   
62      6.346640e+00     4.468290e+00     1.250000e-01     1.465135e+00   
63      6.344402e+00     2.056273e+00     1.953125e-03     7.390154e+01   
64      6.298975e+00     3.518001e+00     1.000000e+00     4.712235e-01   
65      6.294933e+00     3.975182e+00     1.250000e-01     9.573957e-01   
66      6.293440e+00     2.312444e+00     3.906250e-03     3.625280e+01   
67      6.293290e+00     3.681392e+00     1.000000e+00     2.582755e-01   
68      6.272534e+00     2.117389e+00     6.250000e-02     1.745704e+01   
69      6.250557e+00     8.059853e+00     2.500000e-01     2.972712e+00   
70      6.245767e+00     6.527699e-01     1.562500e-02     5.320816e+01   
71      6.220984e+00     7.014114e+00     1.250000e-01     2.978072e+00   
72      6.220433e+00     2.921992e+00     1.562500e-02     7.517612e+00   
73      6.217780e+00     3.939373e+00     1.250000e-01     1.234960e+00   
74      6.216938e+00     2.039401e+00     1.953125e-03     1.281182e+02   
75      6.216253e+00     4.284526e+00     1.250000e-01     1.943361e+00   
76      6.212470e+00     1.543257e+00     1.220703e-04     2.037266e+03   
77      6.211218e+00     3.778830e+00     2.500000e-01     8.456247e-01   
78      6.204022e+00     9.128201e-01     3.051758e-05     1.092590e+04   
79      6.201720e+00     3.893148e+00     1.250000e-01     1.274321e+00   
80      6.199314e+00     1.983099e+00     9.765625e-04     1.720011e+02   
81      6.160507e+00     3.470820e+00     1.000000e+00     6.047866e-01   
82      6.154657e+00     5.055097e+00     6.250000e-02     3.116795e+00   
83      6.154427e+00     3.110354e+00     3.125000e-02     4.842741e+00   
84      6.151842e+00     4.290741e+00     6.250000e-02     2.484463e+00   
85      6.151298e+00     2.708295e+00     7.812500e-03     1.764458e+01   
86      6.150052e+00     3.853057e+00     1.250000e-01     1.474275e+00   
87      6.147523e+00     1.796107e+00     4.882813e-04     5.038767e+02   
88      6.146717e+00     3.866088e+00     1.250000e-01     1.572337e+00   
89      6.143319e+00     1.709901e+00     2.441406e-04     8.271797e+02   
90      6.136344e+00     3.408426e+00     1.000000e+00     1.032683e+00   
91      6.134392e+00     8.153093e+00     2.500000e-01     4.047130e+00   
92      6.103350e+00     1.874598e+00     3.125000e-02     3.242217e+01   
93      6.092089e+00     6.400877e+00     1.250000e-01     4.203114e+00   
94      6.091157e+00     1.541227e+00     1.220703e-04     3.260238e+03   
95      6.088603e+00     4.630547e+00     6.250000e-02     3.939538e+00   
96      6.088329e+00     2.416513e+00     3.906250e-03     5.466048e+01   
97      6.087422e+00     4.065310e+00     6.250000e-02     3.120589e+00   
98      6.086126e+00     2.280735e+00     1.953125e-03     8.648420e+01   
99      6.083598e+00     3.590503e+00     1.250000e-01     1.020891e+00   
100     6.083441e+00     2.143832e+00     1.953125e-03     1.432204e+02   
101     6.082404e+00     4.289971e+00     6.250000e-02     3.716534e+00   
102     6.081396e+00     2.215235e+00     1.953125e-03     1.110478e+02   
103     6.080523e+00     3.879697e+00     6.250000e-02     2.699468e+00   
104     6.079260e+00     2.326650e+00     1.953125e-03     7.605601e+01   
105     6.066176e+00     3.466618e+00     1.000000e+00     1.242761e-01   
106     6.045185e+00     8.001533e-01     7.812500e-03     9.678290e+01   
107     6.041716e+00     4.977367e+00     6.250000e-02     4.989310e+00   
108     6.040577e+00     2.355190e+00     1.953125e-03     7.951343e+01   
109     6.037909e+00     3.500015e+00     2.500000e-01     7.406911e-01   
110     6.032562e+00     1.239612e+00     9.536743e-07     3.123211e+05   
111     6.019422e+00     3.434091e+00     1.000000e+00     1.135328e-01   
112     6.009622e+00     7.268931e-01     7.812500e-03     1.264546e+02   
113     6.007897e+00     6.342802e+00     1.250000e-01     5.749766e+00   
114     5.997233e+00     4.661059e-01     2.441406e-04     1.673284e+03   
115     5.962236e+00     3.366951e+00     1.000000e+00     3.450130e-01   
116     5.961401e+00     2.405164e+00     1.953125e-03     9.005347e+01   
117     5.960620e+00     3.587719e+00     3.125000e-02     3.030990e+00   
118     5.960229e+00     2.832891e+00     3.906250e-03     2.150466e+01   
119     5.953815e+00     3.389424e+00     5.000000e-01     3.393618e-01   
120     5.950551e+00     5.435186e-01     2.441406e-04     2.933390e+03   
121     5.948158e+00     5.264826e+00     6.250000e-02     7.450717e+00   
122     5.945609e+00     1.824915e+00     2.441406e-04     9.468687e+02   
123     5.931067e+00     3.353119e+00     1.000000e+00     7.785923e-02   
124     5.926212e+00     4.569212e-01     3.906250e-03     2.720194e+02   
125     5.913607e+00     6.342410e+00     6.250000e-02     7.858783e+00   
126     5.913302e+00     2.849056e+00     3.906250e-03     2.319641e+01   
127     5.912332e+00     3.412174e+00     6.250000e-02     1.987688e+00   
128     5.911827e+00     2.406392e+00     1.953125e-03     1.085351e+02   
129     5.911189e+00     3.737177e+00     1.562500e-02     6.326328e+00   
130     5.910950e+00     3.052165e+00     7.812500e-03     9.581503e+00   
131     5.910432e+00     3.501042e+00     3.125000e-02     3.614584e+00   
132     5.910296e+00     2.674174e+00     3.906250e-03     4.399926e+01   
133     5.909654e+00     3.744051e+00     1.562500e-02     6.461508e+00   
134     5.909420e+00     3.046922e+00     7.812500e-03     9.861039e+00   
135     5.908951e+00     3.508487e+00     3.125000e-02     3.794662e+00   
136     5.908925e+00     2.647056e+00     3.906250e-03     4.855706e+01   
137     5.908186e+00     3.825250e+00     1.562500e-02     7.149893e+00   
138     5.907945e+00     3.060427e+00     7.812500e-03     9.183782e+00   
139     5.907416e+00     3.487640e+00     3.125000e-02     3.535074e+00   
140     5.907280e+00     2.680218e+00     3.906250e-03     4.353512e+01   
141     5.906656e+00     3.733951e+00     1.562500e-02     6.536358e+00   
142     5.906438e+00     3.032385e+00     7.812500e-03     1.065476e+01   
143     5.906099e+00     3.530607e+00     3.125000e-02     4.262801e+00   
144     5.905496e+00     2.578793e+00     1.953125e-03     6.193408e+01   
145     5.903952e+00     3.332077e+00     5.000000e-01     5.105903e-01   
146     5.892955e+00     9.033901e-02     9.765625e-04     7.573575e+02   
147     5.890995e+00     4.626488e+00     3.125000e-02     9.998904e+00   
148     5.890408e+00     2.544391e+00     1.953125e-03     7.352502e+01   
149     5.889774e+00     3.421196e+00     3.125000e-02     2.973498e+00   
150     5.889581e+00     2.740917e+00     3.906250e-03     3.722397e+01   
151     5.889091e+00     3.620212e+00     1.562500e-02     6.189957e+00   
152     5.889003e+00     2.968174e+00     7.812500e-03     1.500060e+01   
153     5.888493e+00     3.661709e+00     1.562500e-02     6.701755e+00   
154     5.888426e+00     2.960232e+00     7.812500e-03     1.557490e+01   
155     5.887903e+00     3.680443e+00     1.562500e-02     6.936160e+00   
156     5.887848e+00     2.956680e+00     7.812500e-03     1.584553e+01   
157     5.887321e+00     3.689079e+00     1.562500e-02     7.060438e+00   
158     5.887275e+00     2.953818e+00     7.812500e-03     1.606920e+01   
159     5.886744e+00     3.696148e+00     1.562500e-02     7.167676e+00   
160     5.886707e+00     2.951073e+00     7.812500e-03     1.628645e+01   
161     5.886172e+00     3.703007e+00     1.562500e-02     7.272077e+00   
162     5.886145e+00     2.948414e+00     7.812500e-03     1.649939e+01   
163     5.885607e+00     3.709727e+00     1.562500e-02     7.374428e+00   
164     5.885589e+00     2.945833e+00     7.812500e-03     1.670843e+01   
165     5.885046e+00     3.716319e+00     1.562500e-02     7.474921e+00   
166     5.885039e+00     2.943323e+00     7.812500e-03     1.691394e+01   
167     5.884492e+00     3.722794e+00     1.562500e-02     7.573729e+00   
168     5.884263e+00     2.940878e+00     3.906250e-03     1.711624e+01   
169     5.882715e+00     3.336643e+00     1.250000e-01     1.283574e+00   
170     5.882024e+00     1.933563e+00     4.882813e-04     7.375463e+02   
171     5.880819e+00     4.100969e+00     1.562500e-02     9.995618e+00   
172     5.880709e+00     3.087943e+00     1.562500e-02     7.889120e+00   
173     5.880110e+00     3.783409e+00     1.562500e-02     8.380104e+00   
174     5.879882e+00     2.928621e+00     3.906250e-03     1.823146e+01   
175     5.878741e+00     3.347996e+00     6.250000e-02     1.763965e+00   
176     5.878282e+00     2.468484e+00     1.953125e-03     9.986035e+01   
177     5.877827e+00     3.636968e+00     1.562500e-02     7.055905e+00   
178     5.877596e+00     2.912359e+00     3.906250e-03     1.968093e+01   
179     5.876910e+00     3.364512e+00     6.250000e-02     2.264814e+00   
180     5.875874e+00     2.294115e+00     9.765625e-04     1.845024e+02   
181     5.875539e+00     3.375477e+00     6.250000e-02     2.599732e+00   
182     5.874851e+00     2.178007e+00     9.765625e-04     2.830692e+02   
183     5.874215e+00     3.827256e+00     1.562500e-02     9.089775e+00   
184     5.873989e+00     2.911578e+00     3.906250e-03     1.990190e+01   
185     5.873524e+00     3.366327e+00     6.250000e-02     2.480488e+00   
186     5.872624e+00     2.218185e+00     9.765625e-04     2.460948e+02   
187     5.872187e+00     3.649573e+00     1.562500e-02     7.568136e+00   
188     5.871959e+00     2.882204e+00     3.906250e-03     2.267097e+01   
189     5.871455e+00     3.400047e+00     3.125000e-02     3.392666e+00   
190     5.870999e+00     2.656822e+00     1.953125e-03     5.345725e+01   
191     5.853931e+00     3.275297e+00     1.000000e+00     3.158049e-02   
192     5.842241e+00     1.043068e-01     9.765625e-04     8.122696e+02   
193     5.841820e+00     4.572016e+00     3.125000e-02     1.294619e+01   
194     5.840362e+00     2.065610e+00     4.882813e-04     4.982789e+02   
195     5.840034e+00     3.464093e+00     1.562500e-02     6.116275e+00   
196     5.839858e+00     2.857805e+00     3.906250e-03     2.745490e+01   
197     5.839531e+00     3.462603e+00     1.562500e-02     6.114850e+00   
198     5.839356e+00     2.856861e+00     3.906250e-03     2.760040e+01   
199     5.839033e+00     3.464467e+00     1.562500e-02     6.186274e+00   
200     5.838862e+00     2.852625e+00     3.906250e-03     2.813303e+01   
201     5.838546e+00     3.471683e+00     1.562500e-02     6.372560e+00   
202     5.838383e+00     2.843274e+00     3.906250e-03     2.929024e+01   
203     5.838081e+00     3.487700e+00     1.562500e-02     6.738646e+00   
204     5.837933e+00     2.826351e+00     3.906250e-03     3.144053e+01   
205     5.837652e+00     3.518224e+00     1.562500e-02     7.370884e+00   
206     5.837540e+00     2.799694e+00     3.906250e-03     3.503837e+01   
207     5.837279e+00     3.571087e+00     1.562500e-02     8.334407e+00   
208     5.837237e+00     2.765170e+00     3.906250e-03     4.014225e+01   
209     5.836968e+00     3.649241e+00     1.562500e-02     9.522031e+00   
210     5.836630e+00     2.735454e+00     1.953125e-03     4.499618e+01   
211     5.804576e+00     3.233360e+00     1.000000e+00     6.310942e-01   
212     5.804495e+00     3.580944e+00     1.562500e-02     1.020068e+01   
213     5.804138e+00     2.637735e+00     1.953125e-03     7.182810e+01   
214     5.803873e+00     3.407146e+00     1.562500e-02     6.320651e+00   
215     5.803842e+00     2.805767e+00     3.906250e-03     3.790299e+01   
216     5.803777e+00     3.610044e+00     1.562500e-02     1.077847e+01   
217     5.803428e+00     2.617213e+00     1.953125e-03     7.756383e+01   
218     5.803231e+00     3.446982e+00     1.562500e-02     7.473870e+00   
219     5.802928e+00     2.745396e+00     1.953125e-03     4.825906e+01   
220     5.801223e+00     3.260096e+00     1.250000e-01     1.262162e+00   
221     5.799367e+00     1.974585e+00     2.441406e-04     8.482679e+02   
222     5.799106e+00     3.115135e+00     1.562500e-02     6.313315e+00   
223     5.799083e+00     3.606872e+00     1.562500e-02     1.109234e+01   
224     5.798768e+00     2.592659e+00     1.953125e-03     8.613043e+01   
225     5.798683e+00     3.508297e+00     1.562500e-02     9.254667e+00   
226     5.798342e+00     2.655589e+00     1.953125e-03     6.867435e+01   
227     5.798072e+00     3.384877e+00     1.562500e-02     6.069762e+00   
228     5.798050e+00     2.810101e+00     3.906250e-03     3.785124e+01   
229     5.798042e+00     3.606420e+00     1.562500e-02     1.122136e+01   
230     5.797745e+00     2.583050e+00     1.953125e-03     8.950890e+01   
231     5.797698e+00     3.532551e+00     1.562500e-02     9.900965e+00   
232     5.797367e+00     2.625254e+00     1.953125e-03     7.699505e+01   
233     5.797206e+00     3.441369e+00     1.562500e-02     7.810362e+00   
234     5.796893e+00     2.716687e+00     1.953125e-03     5.493183e+01   
235     5.796369e+00     3.297727e+00     3.125000e-02     3.169224e+00   
236     5.796035e+00     2.650876e+00     1.953125e-03     7.044765e+01   
237     5.795803e+00     3.396051e+00     1.562500e-02     6.621883e+00   
238     5.795534e+00     2.775657e+00     1.953125e-03     4.382573e+01   
239     5.791720e+00     3.237462e+00     2.500000e-01     6.450109e-01   
240     5.788297e+00     1.539110e+00     3.051758e-05     9.756568e+03   
241     5.787516e+00     3.158026e+00     6.250000e-02     3.367897e+00   
242     5.786802e+00     4.091365e+00     1.562500e-02     1.644042e+01   
243     5.786499e+00     2.630824e+00     1.953125e-03     7.835426e+01   
244     5.786428e+00     3.449594e+00     1.562500e-02     8.776408e+00   
245     5.786119e+00     2.651894e+00     1.953125e-03     7.260978e+01   
246     5.785973e+00     3.409994e+00     1.562500e-02     7.691365e+00   
247     5.785672e+00     2.705750e+00     1.953125e-03     5.940874e+01   
248     5.785648e+00     3.325080e+00     3.125000e-02     4.847477e+00   
249     5.784930e+00     2.399116e+00     9.765625e-04     1.798048e+02   
250     5.784641e+00     3.341039e+00     1.562500e-02     5.502930e+00   
251     5.784628e+00     2.824674e+00     3.906250e-03     3.696008e+01   
252     5.784264e+00     3.587351e+00     7.812500e-03     1.206001e+01   
253     5.784123e+00     3.051769e+00     7.812500e-03     1.070096e+01   
254     5.783842e+00     3.476424e+00     7.812500e-03     9.701790e+00   
255     5.783722e+00     3.041256e+00     7.812500e-03     1.157716e+01   
256     5.783426e+00     3.502298e+00     7.812500e-03     1.036248e+01   
257     5.783311e+00     3.039347e+00     7.812500e-03     1.173991e+01   
258     5.783013e+00     3.506916e+00     7.812500e-03     1.050366e+01   
259     5.782900e+00     3.038231e+00     7.812500e-03     1.183580e+01   
260     5.782600e+00     3.509529e+00     7.812500e-03     1.059792e+01   
261     5.782490e+00     3.037104e+00     7.812500e-03     1.193305e+01   
262     5.782189e+00     3.512182e+00     7.812500e-03     1.069299e+01   
263     5.782082e+00     3.035989e+00     7.812500e-03     1.202981e+01   
264     5.781779e+00     3.514822e+00     7.812500e-03     1.078761e+01   
265     5.781675e+00     3.034883e+00     7.812500e-03     1.212620e+01   
266     5.781371e+00     3.517450e+00     7.812500e-03     1.088185e+01   
267     5.781269e+00     3.033786e+00     7.812500e-03     1.222221e+01   
268     5.780964e+00     3.520068e+00     7.812500e-03     1.097573e+01   
269     5.780865e+00     3.032699e+00     7.812500e-03     1.231787e+01   
270     5.780558e+00     3.522675e+00     7.812500e-03     1.106924e+01   
271     5.780462e+00     3.031620e+00     7.812500e-03     1.241319e+01   
272     5.780154e+00     3.525272e+00     7.812500e-03     1.116242e+01   
273     5.780061e+00     3.030550e+00     7.812500e-03     1.250817e+01   
274     5.779751e+00     3.527858e+00     7.812500e-03     1.125526e+01   
275     5.779661e+00     3.029488e+00     7.812500e-03     1.260282e+01   
276     5.779349e+00     3.530435e+00     7.812500e-03     1.134778e+01   
277     5.779262e+00     3.028434e+00     7.812500e-03     1.269716e+01   
278     5.778949e+00     3.533002e+00     7.812500e-03     1.143998e+01   
279     5.778864e+00     3.027388e+00     7.812500e-03     1.279120e+01   
280     5.778550e+00     3.535559e+00     7.812500e-03     1.153188e+01   
281     5.778468e+00     3.026350e+00     7.812500e-03     1.288495e+01   
282     5.778152e+00     3.538108e+00     7.812500e-03     1.162349e+01   
283     5.778074e+00     3.025320e+00     7.812500e-03     1.297841e+01   
284     5.777756e+00     3.540648e+00     7.812500e-03     1.171482e+01   
285     5.777681e+00     3.024297e+00     7.812500e-03     1.307160e+01   
286     5.777361e+00     3.543178e+00     7.812500e-03     1.180587e+01   
287     5.777289e+00     3.023281e+00     7.812500e-03     1.316451e+01   
288     5.776967e+00     3.545701e+00     7.812500e-03     1.189665e+01   
289     5.776898e+00     3.022272e+00     7.812500e-03     1.325718e+01   
290     5.776575e+00     3.548215e+00     7.812500e-03     1.198717e+01   
291     5.776509e+00     3.021270e+00     7.812500e-03     1.334959e+01   
292     5.776185e+00     3.550721e+00     7.812500e-03     1.207744e+01   
293     5.776121e+00     3.020275e+00     7.812500e-03     1.344175e+01   
294     5.775795e+00     3.553218e+00     7.812500e-03     1.216747e+01   
295     5.775735e+00     3.019286e+00     7.812500e-03     1.353369e+01   
296     5.775407e+00     3.555709e+00     7.812500e-03     1.225727e+01   
297     5.775350e+00     3.018303e+00     7.812500e-03     1.362539e+01   
298     5.775021e+00     3.558191e+00     7.812500e-03     1.234683e+01   
299     5.774967e+00     3.017327e+00     7.812500e-03     1.371688e+01   
300     5.774636e+00     3.560666e+00     7.812500e-03     1.243617e+01   
301     5.774585e+00     3.016357e+00     7.812500e-03     1.380815e+01   
302     5.774252e+00     3.563133e+00     7.812500e-03     1.252530e+01   
303     5.774204e+00     3.015392e+00     7.812500e-03     1.389921e+01   
304     5.773869e+00     3.565594e+00     7.812500e-03     1.261422e+01   
305     5.773825e+00     3.014434e+00     7.812500e-03     1.399008e+01   
306     5.773488e+00     3.568047e+00     7.812500e-03     1.270294e+01   
307     5.773447e+00     3.013481e+00     7.812500e-03     1.408075e+01   
308     5.773109e+00     3.570494e+00     7.812500e-03     1.279146e+01   
309     5.773071e+00     3.012534e+00     7.812500e-03     1.417123e+01   
310     5.772731e+00     3.572933e+00     7.812500e-03     1.287979e+01   
311     5.772696e+00     3.011592e+00     7.812500e-03     1.426153e+01   
312     5.772354e+00     3.575366e+00     7.812500e-03     1.296793e+01   
313     5.772322e+00     3.010655e+00     7.812500e-03     1.435165e+01   
314     5.771978e+00     3.577793e+00     7.812500e-03     1.305590e+01   
315     5.771950e+00     3.009724e+00     7.812500e-03     1.444160e+01   
316     5.771604e+00     3.580213e+00     7.812500e-03     1.314370e+01   
317     5.771579e+00     3.008797e+00     7.812500e-03     1.453139e+01   
318     5.771232e+00     3.582627e+00     7.812500e-03     1.323133e+01   
319     5.771210e+00     3.007876e+00     7.812500e-03     1.462101e+01   
320     5.770861e+00     3.585035e+00     7.812500e-03     1.331879e+01   
321     5.770842e+00     3.006959e+00     7.812500e-03     1.471048e+01   
322     5.770491e+00     3.587437e+00     7.812500e-03     1.340610e+01   
323     5.770476e+00     3.006047e+00     7.812500e-03     1.479980e+01   
324     5.770123e+00     3.589833e+00     7.812500e-03     1.349325e+01   
325     5.770111e+00     3.005140e+00     7.812500e-03     1.488897e+01   
326     5.769756e+00     3.592223e+00     7.812500e-03     1.358026e+01   
327     5.769748e+00     3.004237e+00     7.812500e-03     1.497801e+01   
328     5.769391e+00     3.594607e+00     7.812500e-03     1.366712e+01   
329     5.769386e+00     3.003339e+00     7.812500e-03     1.506690e+01   
330     5.769027e+00     3.596986e+00     7.812500e-03     1.375384e+01   
331     5.769025e+00     3.002445e+00     7.812500e-03     1.515567e+01   
332     5.768664e+00     3.599359e+00     7.812500e-03     1.384043e+01   
333     5.768532e+00     3.001555e+00     3.906250e-03     1.524431e+01   
334     5.768237e+00     3.302587e+00     1.562500e-02     5.179343e+00   
