NewtonCholesky with backtrack line search.

CUTEst problem................: OSBORNEA
Number of variables...........: 5
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 5
Maximum line search iterations: 1000
Time limit....................: 10 min

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ summary statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Objective.............: 3.882328e-02
Gradient norm.........: 1.138670e+00
Total iterations......: 1000
Total time in seconds.: 0.060892
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ output statistics ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
Number of objective function evaluations: 0
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Subproblem iterations...................: 27500
Subproblem time in seconds..............: 0.034797
How many times subproblem failed........: 0
Line search iterations..................: 0
Line search time in seconds.............: 0.008239
How many times line search failed.......: 0
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ superscription ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
iter....: current iteration
f(x*)...: objective function avaluated at x(iter)
‖∇f(x)‖.: gradient norm used to calculate x(iter), so x in ‖∇f(x)‖ is equal to x(iter-1)
alpha...: step calculated by backtrack line search
‖d‖.....: search direction norm
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
__________________________________________________________________________
iter    f(x*)            ‖∇f(x)‖          alpha            ‖d‖            
90      1.204909e-01     2.187205e+00     1.000000e+00     9.374230e-05   
91      1.202875e-01     2.185033e+00     1.000000e+00     9.358332e-05   
92      1.200846e-01     2.182865e+00     1.000000e+00     9.342462e-05   
93      1.198822e-01     2.180702e+00     1.000000e+00     9.326624e-05   
94      1.196805e-01     2.178544e+00     1.000000e+00     9.310820e-05   
95      1.194792e-01     2.176390e+00     1.000000e+00     9.295052e-05   
96      1.192785e-01     2.174240e+00     1.000000e+00     9.279320e-05   
97      1.190783e-01     2.172095e+00     1.000000e+00     9.263627e-05   
98      1.188787e-01     2.169955e+00     1.000000e+00     9.247974e-05   
99      1.186796e-01     2.167819e+00     1.000000e+00     9.232361e-05   
100     1.184810e-01     2.165687e+00     1.000000e+00     9.216790e-05   
101     1.182830e-01     2.163560e+00     1.000000e+00     9.201261e-05   
102     1.180854e-01     2.161437e+00     1.000000e+00     9.185774e-05   
103     1.178884e-01     2.159318e+00     1.000000e+00     9.170330e-05   
104     1.176920e-01     2.157204e+00     1.000000e+00     9.154929e-05   
105     1.174960e-01     2.155094e+00     1.000000e+00     9.139572e-05   
106     1.173006e-01     2.152989e+00     1.000000e+00     9.124258e-05   
107     1.171057e-01     2.150887e+00     1.000000e+00     9.108989e-05   
108     1.169113e-01     2.148790e+00     1.000000e+00     9.093763e-05   
109     1.167174e-01     2.146698e+00     1.000000e+00     9.078581e-05   
110     1.165240e-01     2.144609e+00     1.000000e+00     9.063444e-05   
111     1.163311e-01     2.142525e+00     1.000000e+00     9.048350e-05   
112     1.161388e-01     2.140445e+00     1.000000e+00     9.033301e-05   
113     1.159469e-01     2.138369e+00     1.000000e+00     9.018295e-05   
114     1.157556e-01     2.136297e+00     1.000000e+00     9.003334e-05   
115     1.155647e-01     2.134230e+00     1.000000e+00     8.988416e-05   
116     1.153744e-01     2.132166e+00     1.000000e+00     8.973542e-05   
117     1.151845e-01     2.130107e+00     1.000000e+00     8.958711e-05   
118     1.149952e-01     2.128052e+00     1.000000e+00     8.943924e-05   
119     1.148063e-01     2.126001e+00     1.000000e+00     8.929181e-05   
120     1.146179e-01     2.123954e+00     1.000000e+00     8.914480e-05   
121     1.144300e-01     2.121911e+00     1.000000e+00     8.899823e-05   
122     1.142427e-01     2.119873e+00     1.000000e+00     8.885208e-05   
123     1.140557e-01     2.117838e+00     1.000000e+00     8.870637e-05   
124     1.138693e-01     2.115807e+00     1.000000e+00     8.856108e-05   
125     1.136834e-01     2.113781e+00     1.000000e+00     8.841621e-05   
126     1.134979e-01     2.111758e+00     1.000000e+00     8.827177e-05   
127     1.133129e-01     2.109740e+00     1.000000e+00     8.812775e-05   
128     1.131284e-01     2.107725e+00     1.000000e+00     8.798415e-05   
129     1.129444e-01     2.105715e+00     1.000000e+00     8.784096e-05   
130     1.127609e-01     2.103708e+00     1.000000e+00     8.769820e-05   
131     1.125778e-01     2.101705e+00     1.000000e+00     8.755584e-05   
132     1.123952e-01     2.099706e+00     1.000000e+00     8.741390e-05   
133     1.122130e-01     2.097712e+00     1.000000e+00     8.727237e-05   
134     1.120313e-01     2.095721e+00     1.000000e+00     8.713125e-05   
135     1.118501e-01     2.093734e+00     1.000000e+00     8.699054e-05   
136     1.116694e-01     2.091751e+00     1.000000e+00     8.685024e-05   
137     1.114891e-01     2.089771e+00     1.000000e+00     8.671034e-05   
138     1.113093e-01     2.087796e+00     1.000000e+00     8.657084e-05   
139     1.111299e-01     2.085824e+00     1.000000e+00     8.643174e-05   
140     1.109510e-01     2.083857e+00     1.000000e+00     8.629304e-05   
141     1.107725e-01     2.081893e+00     1.000000e+00     8.615474e-05   
142     1.105945e-01     2.079933e+00     1.000000e+00     8.601684e-05   
143     1.104170e-01     2.077976e+00     1.000000e+00     8.587933e-05   
144     1.102398e-01     2.076024e+00     1.000000e+00     8.574221e-05   
145     1.100632e-01     2.074075e+00     1.000000e+00     8.560549e-05   
146     1.098870e-01     2.072130e+00     1.000000e+00     8.546915e-05   
147     1.097112e-01     2.070189e+00     1.000000e+00     8.533320e-05   
148     1.095359e-01     2.068251e+00     1.000000e+00     8.519764e-05   
149     1.093610e-01     2.066318e+00     1.000000e+00     8.506246e-05   
150     1.091866e-01     2.064388e+00     1.000000e+00     8.492767e-05   
151     1.090126e-01     2.062461e+00     1.000000e+00     8.479326e-05   
152     1.088390e-01     2.060539e+00     1.000000e+00     8.465923e-05   
153     1.086658e-01     2.058620e+00     1.000000e+00     8.452557e-05   
154     1.084931e-01     2.056704e+00     1.000000e+00     8.439229e-05   
155     1.083209e-01     2.054793e+00     1.000000e+00     8.425939e-05   
156     1.081490e-01     2.052885e+00     1.000000e+00     8.412686e-05   
157     1.079776e-01     2.050980e+00     1.000000e+00     8.399471e-05   
158     1.078066e-01     2.049080e+00     1.000000e+00     8.386292e-05   
159     1.076361e-01     2.047182e+00     1.000000e+00     8.373150e-05   
160     1.074660e-01     2.045289e+00     1.000000e+00     8.360045e-05   
161     1.072962e-01     2.043399e+00     1.000000e+00     8.346977e-05   
162     1.071270e-01     2.041513e+00     1.000000e+00     8.333945e-05   
163     1.069581e-01     2.039630e+00     1.000000e+00     8.320950e-05   
164     1.067896e-01     2.037750e+00     1.000000e+00     8.307990e-05   
165     1.066216e-01     2.035875e+00     1.000000e+00     8.295067e-05   
166     1.064540e-01     2.034002e+00     1.000000e+00     8.282179e-05   
167     1.062868e-01     2.032134e+00     1.000000e+00     8.269328e-05   
168     1.061200e-01     2.030269e+00     1.000000e+00     8.256511e-05   
169     1.059536e-01     2.028407e+00     1.000000e+00     8.243730e-05   
170     1.057876e-01     2.026549e+00     1.000000e+00     8.230985e-05   
171     1.056220e-01     2.024694e+00     1.000000e+00     8.218274e-05   
172     1.054569e-01     2.022843e+00     1.000000e+00     8.205599e-05   
173     1.052921e-01     2.020995e+00     1.000000e+00     8.192958e-05   
174     1.051278e-01     2.019151e+00     1.000000e+00     8.180353e-05   
175     1.049638e-01     2.017310e+00     1.000000e+00     8.167781e-05   
176     1.048002e-01     2.015472e+00     1.000000e+00     8.155244e-05   
177     1.046371e-01     2.013638e+00     1.000000e+00     8.142742e-05   
178     1.044743e-01     2.011807e+00     1.000000e+00     8.130273e-05   
179     1.043120e-01     2.009980e+00     1.000000e+00     8.117839e-05   
180     1.041500e-01     2.008156e+00     1.000000e+00     8.105439e-05   
181     1.039884e-01     2.006336e+00     1.000000e+00     8.093072e-05   
182     1.038273e-01     2.004518e+00     1.000000e+00     8.080739e-05   
183     1.036665e-01     2.002705e+00     1.000000e+00     8.068439e-05   
184     1.035061e-01     2.000894e+00     1.000000e+00     8.056173e-05   
185     1.033460e-01     1.999087e+00     1.000000e+00     8.043939e-05   
186     1.031864e-01     1.997283e+00     1.000000e+00     8.031739e-05   
187     1.030272e-01     1.995482e+00     1.000000e+00     8.019572e-05   
188     1.028683e-01     1.993685e+00     1.000000e+00     8.007438e-05   
189     1.027098e-01     1.991891e+00     1.000000e+00     7.995336e-05   
190     1.025517e-01     1.990101e+00     1.000000e+00     7.983267e-05   
191     1.023940e-01     1.988313e+00     1.000000e+00     7.971231e-05   
192     1.022367e-01     1.986529e+00     1.000000e+00     7.959226e-05   
193     1.020797e-01     1.984748e+00     1.000000e+00     7.947254e-05   
194     1.019232e-01     1.982970e+00     1.000000e+00     7.935314e-05   
195     1.017669e-01     1.981196e+00     1.000000e+00     7.923406e-05   
196     1.016111e-01     1.979425e+00     1.000000e+00     7.911529e-05   
197     1.014556e-01     1.977657e+00     1.000000e+00     7.899685e-05   
198     1.013005e-01     1.975892e+00     1.000000e+00     7.887871e-05   
199     1.011458e-01     1.974130e+00     1.000000e+00     7.876090e-05   
200     1.009915e-01     1.972372e+00     1.000000e+00     7.864339e-05   
201     1.008375e-01     1.970617e+00     1.000000e+00     7.852620e-05   
202     1.006838e-01     1.968864e+00     1.000000e+00     7.840932e-05   
203     1.005306e-01     1.967115e+00     1.000000e+00     7.829274e-05   
204     1.003777e-01     1.965370e+00     1.000000e+00     7.817648e-05   
205     1.002252e-01     1.963627e+00     1.000000e+00     7.806052e-05   
206     1.000730e-01     1.961887e+00     1.000000e+00     7.794487e-05   
207     9.992116e-02     1.960151e+00     1.000000e+00     7.782952e-05   
208     9.976971e-02     1.958418e+00     1.000000e+00     7.771447e-05   
209     9.961861e-02     1.956687e+00     1.000000e+00     7.759973e-05   
210     9.946786e-02     1.954960e+00     1.000000e+00     7.748529e-05   
211     9.931747e-02     1.953236e+00     1.000000e+00     7.737115e-05   
212     9.916743e-02     1.951515e+00     1.000000e+00     7.725731e-05   
213     9.901775e-02     1.949797e+00     1.000000e+00     7.714376e-05   
214     9.886841e-02     1.948082e+00     1.000000e+00     7.703051e-05   
215     9.871943e-02     1.946370e+00     1.000000e+00     7.691756e-05   
216     9.857079e-02     1.944661e+00     1.000000e+00     7.680490e-05   
217     9.842250e-02     1.942956e+00     1.000000e+00     7.669253e-05   
218     9.827456e-02     1.941253e+00     1.000000e+00     7.658046e-05   
219     9.812696e-02     1.939553e+00     1.000000e+00     7.646867e-05   
220     9.797970e-02     1.937856e+00     1.000000e+00     7.635718e-05   
221     9.783279e-02     1.936163e+00     1.000000e+00     7.624597e-05   
222     9.768622e-02     1.934472e+00     1.000000e+00     7.613506e-05   
223     9.753999e-02     1.932784e+00     1.000000e+00     7.602442e-05   
224     9.739410e-02     1.931099e+00     1.000000e+00     7.591408e-05   
225     9.724855e-02     1.929417e+00     1.000000e+00     7.580402e-05   
226     9.710333e-02     1.927738e+00     1.000000e+00     7.569424e-05   
227     9.695845e-02     1.926062e+00     1.000000e+00     7.558474e-05   
228     9.681390e-02     1.924389e+00     1.000000e+00     7.547552e-05   
229     9.666969e-02     1.922719e+00     1.000000e+00     7.536659e-05   
230     9.652581e-02     1.921051e+00     1.000000e+00     7.525793e-05   
231     9.638226e-02     1.919387e+00     1.000000e+00     7.514955e-05   
232     9.623905e-02     1.917725e+00     1.000000e+00     7.504145e-05   
233     9.609616e-02     1.916067e+00     1.000000e+00     7.493362e-05   
234     9.595359e-02     1.914411e+00     1.000000e+00     7.482607e-05   
235     9.581136e-02     1.912758e+00     1.000000e+00     7.471879e-05   
236     9.566945e-02     1.911108e+00     1.000000e+00     7.461178e-05   
237     9.552787e-02     1.909461e+00     1.000000e+00     7.450505e-05   
238     9.538661e-02     1.907817e+00     1.000000e+00     7.439859e-05   
239     9.524567e-02     1.906175e+00     1.000000e+00     7.429239e-05   
240     9.510506e-02     1.904537e+00     1.000000e+00     7.418647e-05   
241     9.496476e-02     1.902901e+00     1.000000e+00     7.408081e-05   
242     9.482479e-02     1.901268e+00     1.000000e+00     7.397542e-05   
243     9.468513e-02     1.899638e+00     1.000000e+00     7.387029e-05   
244     9.454579e-02     1.898010e+00     1.000000e+00     7.376543e-05   
245     9.440676e-02     1.896386e+00     1.000000e+00     7.366083e-05   
246     9.426806e-02     1.894764e+00     1.000000e+00     7.355650e-05   
247     9.412966e-02     1.893145e+00     1.000000e+00     7.345242e-05   
248     9.399158e-02     1.891528e+00     1.000000e+00     7.334861e-05   
249     9.385381e-02     1.889915e+00     1.000000e+00     7.324506e-05   
250     9.371636e-02     1.888304e+00     1.000000e+00     7.314177e-05   
251     9.357921e-02     1.886696e+00     1.000000e+00     7.303873e-05   
252     9.344237e-02     1.885091e+00     1.000000e+00     7.293595e-05   
253     9.330584e-02     1.883488e+00     1.000000e+00     7.283343e-05   
254     9.316962e-02     1.881888e+00     1.000000e+00     7.273116e-05   
255     9.303370e-02     1.880291e+00     1.000000e+00     7.262915e-05   
256     9.289809e-02     1.878697e+00     1.000000e+00     7.252739e-05   
257     9.276278e-02     1.877105e+00     1.000000e+00     7.242588e-05   
258     9.262778e-02     1.875516e+00     1.000000e+00     7.232462e-05   
259     9.249308e-02     1.873929e+00     1.000000e+00     7.222361e-05   
260     9.235868e-02     1.872346e+00     1.000000e+00     7.212286e-05   
261     9.222458e-02     1.870765e+00     1.000000e+00     7.202235e-05   
262     9.209078e-02     1.869186e+00     1.000000e+00     7.192209e-05   
263     9.195728e-02     1.867610e+00     1.000000e+00     7.182207e-05   
264     9.182407e-02     1.866037e+00     1.000000e+00     7.172230e-05   
265     9.169116e-02     1.864467e+00     1.000000e+00     7.162278e-05   
266     9.155855e-02     1.862899e+00     1.000000e+00     7.152350e-05   
267     9.142623e-02     1.861334e+00     1.000000e+00     7.142447e-05   
268     9.129421e-02     1.859771e+00     1.000000e+00     7.132567e-05   
269     9.116248e-02     1.858211e+00     1.000000e+00     7.122712e-05   
270     9.103104e-02     1.856654e+00     1.000000e+00     7.112881e-05   
271     9.089989e-02     1.855099e+00     1.000000e+00     7.103074e-05   
272     9.076903e-02     1.853547e+00     1.000000e+00     7.093291e-05   
273     9.063846e-02     1.851997e+00     1.000000e+00     7.083531e-05   
274     9.050818e-02     1.850450e+00     1.000000e+00     7.073796e-05   
275     9.037818e-02     1.848906e+00     1.000000e+00     7.064083e-05   
276     9.024847e-02     1.847364e+00     1.000000e+00     7.054395e-05   
277     9.011905e-02     1.845824e+00     1.000000e+00     7.044730e-05   
278     8.998991e-02     1.844287e+00     1.000000e+00     7.035088e-05   
279     8.986105e-02     1.842753e+00     1.000000e+00     7.025470e-05   
280     8.973248e-02     1.841221e+00     1.000000e+00     7.015875e-05   
281     8.960419e-02     1.839692e+00     1.000000e+00     7.006303e-05   
282     8.947618e-02     1.838165e+00     1.000000e+00     6.996754e-05   
283     8.934845e-02     1.836641e+00     1.000000e+00     6.987228e-05   
284     8.922100e-02     1.835119e+00     1.000000e+00     6.977724e-05   
285     8.909383e-02     1.833600e+00     1.000000e+00     6.968244e-05   
286     8.896693e-02     1.832083e+00     1.000000e+00     6.958787e-05   
287     8.884031e-02     1.830569e+00     1.000000e+00     6.949352e-05   
288     8.871397e-02     1.829057e+00     1.000000e+00     6.939939e-05   
289     8.858790e-02     1.827548e+00     1.000000e+00     6.930549e-05   
290     8.846210e-02     1.826041e+00     1.000000e+00     6.921182e-05   
291     8.833658e-02     1.824537e+00     1.000000e+00     6.911837e-05   
292     8.821133e-02     1.823035e+00     1.000000e+00     6.902514e-05   
293     8.808636e-02     1.821535e+00     1.000000e+00     6.893213e-05   
294     8.796165e-02     1.820038e+00     1.000000e+00     6.883935e-05   
295     8.783721e-02     1.818543e+00     1.000000e+00     6.874678e-05   
296     8.771304e-02     1.817051e+00     1.000000e+00     6.865443e-05   
297     8.758914e-02     1.815561e+00     1.000000e+00     6.856230e-05   
298     8.746551e-02     1.814074e+00     1.000000e+00     6.847039e-05   
299     8.734214e-02     1.812589e+00     1.000000e+00     6.837870e-05   
300     8.721904e-02     1.811106e+00     1.000000e+00     6.828723e-05   
301     8.709620e-02     1.809626e+00     1.000000e+00     6.819597e-05   
302     8.697363e-02     1.808148e+00     1.000000e+00     6.810492e-05   
303     8.685132e-02     1.806673e+00     1.000000e+00     6.801409e-05   
304     8.672927e-02     1.805200e+00     1.000000e+00     6.792347e-05   
305     8.660748e-02     1.803729e+00     1.000000e+00     6.783306e-05   
306     8.648596e-02     1.802260e+00     1.000000e+00     6.774287e-05   
307     8.636469e-02     1.800794e+00     1.000000e+00     6.765289e-05   
308     8.624368e-02     1.799331e+00     1.000000e+00     6.756312e-05   
309     8.612294e-02     1.797869e+00     1.000000e+00     6.747355e-05   
310     8.600244e-02     1.796410e+00     1.000000e+00     6.738420e-05   
311     8.588221e-02     1.794954e+00     1.000000e+00     6.729506e-05   
312     8.576223e-02     1.793499e+00     1.000000e+00     6.720612e-05   
313     8.564251e-02     1.792047e+00     1.000000e+00     6.711739e-05   
314     8.552304e-02     1.790598e+00     1.000000e+00     6.702886e-05   
315     8.540382e-02     1.789150e+00     1.000000e+00     6.694054e-05   
316     8.528486e-02     1.787705e+00     1.000000e+00     6.685243e-05   
317     8.516615e-02     1.786262e+00     1.000000e+00     6.676452e-05   
318     8.504769e-02     1.784822e+00     1.000000e+00     6.667681e-05   
319     8.492948e-02     1.783383e+00     1.000000e+00     6.658931e-05   
320     8.481153e-02     1.781947e+00     1.000000e+00     6.650201e-05   
321     8.469382e-02     1.780514e+00     1.000000e+00     6.641491e-05   
322     8.457635e-02     1.779082e+00     1.000000e+00     6.632801e-05   
323     8.445914e-02     1.777653e+00     1.000000e+00     6.624131e-05   
324     8.434217e-02     1.776226e+00     1.000000e+00     6.615481e-05   
325     8.422545e-02     1.774801e+00     1.000000e+00     6.606851e-05   
326     8.410898e-02     1.773379e+00     1.000000e+00     6.598240e-05   
327     8.399275e-02     1.771958e+00     1.000000e+00     6.589649e-05   
328     8.387676e-02     1.770540e+00     1.000000e+00     6.581078e-05   
329     8.376101e-02     1.769125e+00     1.000000e+00     6.572527e-05   
330     8.364551e-02     1.767711e+00     1.000000e+00     6.563995e-05   
331     8.353025e-02     1.766300e+00     1.000000e+00     6.555483e-05   
332     8.341523e-02     1.764890e+00     1.000000e+00     6.546990e-05   
333     8.330045e-02     1.763483e+00     1.000000e+00     6.538516e-05   
334     8.318591e-02     1.762079e+00     1.000000e+00     6.530061e-05   
